,text,username
723,"Bayangin kalau anggaran buat formula E 1,6T, dipakai buat nambahin beli pompa untuk pengendalian banjir, gue yakin Jakarta bakal ga sempet banjir saking banyaknya pompa yang nyedot . Bahkan ampe Aniesnya sekalian bisa kesedot kebuang ke laut.",ImAM S.
724,"Kenyataannya Jakarta msh banjir. Jangan cuman buat 1 doang trus dipamer2in tp Jakarta tetep aja banjir... dooohhhh
Daerah mana yg udh dinaturalisasi???",X
725,"DKI Jakarta Butuh Gubernur Yg Jujur & Kompeten, Yg Mampu Mengelola Anggaran Tepat Sasaran, Mengatasi Banjir dan Kemacetan. Warga Jakarta Tdk Butuh Pemimpin Pembohong Pubik!!!
Masih Mau Mempertahankan @aniesbaswedan ??? 

#AniesPembohongPublik
#AniesPembohongPublik
#Muehehehe",Tukang Kayu🔨
726,Haiyes... Yang banjir kan cuma Jakarta.,Hastuti
727,"DPRD DKI Jakarta Berikan Bukti Anies Baswedan Lakukan Manipulasi Surat agar Formula E dapat Berlangsung di Monas: Jangan Mengkhayal yang Macam-macam, Selesaikan Banjir saja Dulu!.        #4niesKibul_CancelFormulaEpic.twitter.com/j9H5qoCFQF",Odmumdo
728,inilah penyebab banjir di jakarta selama ini ternyata ada banjir sperma di Puncak ?,prabu
729,"Naen... Anda koq tidak kritik Anies saja soal formula E yang habisin uang 1,3T.. ?? Kan mending buat nanggulangi banjir Jakarta ?
Ayolah naen waraslah",kaji ceqlie
730,"Jadi walikota solo nipu rakyat jakarta, bakal benahin banjir sama macet. Jadi gubernur DKI nipu rakyat Ibukota kalo jadi presiden bakal diatasin banjer macetnya. Eh pas udah jadi presiden ibukota dipindah. Sekarang jadi prrsidrn masih suka nipu",NagaBiru
731,yang di jakarta gimana? masih banjir gak? — Alhamdulillah enggak https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NMZSED7PYTRTZ6LGVZDTV23PN2ZEY5KMYNNRKMSRJSK62PUEIJINWD2UC7Y4YO4R56M3ZLDERR5QAQFPSOBJRSII6PDGJAKIXVT6MPZSJQQKQI2AIT7PAC7J4EJ6CQEQTC6HPXD444ZGPE763JWKQ3AY66BFUGXXFF6FPI74NBWJQOCOTOXZF4FMLIAA4EGCHOIHKE6=== …,Sabrina Aribah
732,bukannya banjir dadakan tiap kali ini kota kena ujan udah jadi international brand-nya Jakarta? https://twitter.com/antaranews/status/1228298347103936518 …,Bayu Abbas Thorpa
733,Capek yaaa pak ngurus Jakarta... baru tau apa gimana ?!  Kita jg capek pak baru 2 bulan di 2020 tp udh 5x banjir ,elfera chandra
734,MON MAAP DI JAKARTA GAPERNA BANJIR NI?,Your Bae
735,"Di aspal bisa banjir...klw got mampet kurang kesadaran masyarakat buang sampah gimana...
Hujan deras beberapa daerah... Katulampa siaga..apa gubernur DKI Jakarta disalahkan...
Emang @aniesbaswedan  Avatar bisa kendalikan air...dijaman fauzi bowo lebih parah diem² aje tuh...",Sobri Ervandi
736,"#Foto Banjir Jakarta beberapa waktu lalu membuat upaya untuk normalisasi Sungai Ciliwung kembali bergeliat. Pembebasan lahan untuk pelebaran sungai pun akan dilakukan. Kapan pelebaran akan dilakukan? #SungaiCiliwung

Selengkapnya di http://detik.id/6HdI22 pic.twitter.com/X573tFKKTf",detikcom
737,"dia lagi kampanye... mau bikin kota urban, kan dah ada contoh jakarta satu, dengan kolam raksasa muncul klo banjir, hebat kaaan",Buddythegolden
738,Indonesia belum siap jadi tuan rumah #formulaEJakarta ..Jakarta menghadapi bencana banjir besar dan air laut pasang..biarkan Jakarta membenahi lingkungannya terlebih dahulu..terimakasih,Aik #HOKI
739,Ngga usah jauh jauh ke Jakarta buat nyari banjir di jogja kini sudah ada mantappp https://twitter.com/JogjaUpdate/status/1228239829588041729 …,Itemboisss
740,"Tuh lu menikmati warteg 15.000 dimana? Jakarta? Atau Mars?

Katanya ga ada yg bs dinikmati? Ngalor ngidul ngomong lu ah. 

Daerah rumah gw kmaren ga banjir loh, dr jaman ali sadikin sampe anies, hanya 2 gub sebelum anis doang yg buat tempat gw banjir. Hayooo..",iamG
741,"Beringharjo banjir, nek di Jakarta gubernure wes dipisuhi, coba di sini ",Yashinta Hendra
742,"Pertanyaannya sejak kapan jakarta gak banjir?. 

Banyak bacalah kau, kau bandingkan korban di zaman anies,djarot, ahok, jkw. Ada korban apa nggak. 

Dongok kok kebangetan.. ",Bosanin Banget
743,"Simpel kan!! Kan!! Kan!! Kan!!! Cara Atasi Banjir Jakarta, Anies : Simpel kok Cuma Buat Lubang https://www.suara.com/news/2018/12/05/091317/cara-atasi-banjir-jakarta-anies-simpel-kok-cuma-buat-lubang?utm_source=twitter&utm_medium=share …",Bagas Nur Adi
744,"Sejarah Banjir di Jakarta, Sudah Terjadi Sejak Zaman Tarumanegara  https://nationalgeographic.grid.id/read/131649357/sejarah-banjir-di-jakarta-sudah-terjadi-sejak-zaman-tarumanegara?page=all …
Mengapa Jakarta Banjir, Tanah Turun, dan Potensi Gempa?
http://www.politikindonesia.com/m/index.php?ctn=1&k=pendapat&i=40538 …
dibaca bang biar tahu geogafi jakarta yg sebenarna jadi ndak asbun",bnings
745,yang lebih berbahaya dari banjir air di jakarta adalah banjir kata-kata dari gubernurnya sendiri,Efenjer
746,Bagaimana Cara Mengklaim Asuransi Mobil Terendam Banjir Jakarta? Berikut Jawabannya https://jogja.tribunnews.com/2020/01/03/bagaimana-cara-mengklaim-asuransi-mobil-terendam-banjir-jakarta-berikut-jawabannya …,Tribun Jogja
747,Jiwasraya dirampok... wartawan kelelep. Jakarta banjir eh wartawan pade nongol.. turunan kodok kali yak keluar kalo ada ujan ... wok wok wok,Muhammad Syafiq
748,"Ada mekanisme untuk impeachment gubernur ngga ya ?

#AniesGabisakerja
#AniesCuciTangan
#BanjirJakarta https://twitter.com/03__nakula/status/1212884077965012992 …",Reza F
749,"Hi @FIAFormulaE @LeoDiCaprio even I don't know you, please cancelled your damn even in Jakarta. Jakarta need more budget for flood management than your ""not important"" even!. You can search on Google by key word: banjir jakarta 2020

#shameOnyouFormulaEJakarta #BanjirJakarta2020",rikagigs #HOKI
750,"Banjir JABoDeTaBek , Jawa Barat, Banten. Curah hujan terbesar sejak 1963. Banjir tertinggi ada di JatiAsih (Bekasi) tinggi 2,5m. Tidak hanya pemukiman namun juga jalan tol Jakarta-Cikampek , Cimali-Semarang. Jawa Barat banjir hampir 2x lipat DKI. Namun yg dibully adalah.....",Abu Zaheer
751,"LAH? eh mon maap ni ye , lu kate jakarta bukan kampung aer? Lu pikir jakarta PERNAH GA BANJIR? Dari jaman kumpeni belanda ampe kakek nenek lu dateng ke jakarte juga udh langganan banjir

KALO GA MAU BANJIR , BALIK KE KAMPUNG LU SONOH!!!!",stabil0 ijo
752,"Dulu dia pasang badan supaya Jakarta tidak banjir. Sekarang dia pasang badan untuk membanjiri daun muda. Nikmat apa yang kau dustakan  @arifbsantoso
#BanjirJakarta2020pic.twitter.com/pukDqkau7j",anton surya
753,"Prinsipnya dimana ada sampah disitu ada banjir.
Woi gabener, kalo pake logika elo banjir cuma ada di TPA Bantar Gebang GUOBLOOOOK 

Anies Bantah Jokowi Soal Sampah Jadi Penyebab Banjir Jakarta http://cnn.id/461972 ",EsZed
754,Ternyata @aniesbaswedan tidak mengetahui tentang banjir Jakarta. https://www.indonesiana.id/read/136982/anies-keliru-basuki-lebih-benar-banjir-kali-ini-bukan-faktor-hulu-ini-datanya?page_num=3 …,Diar
755,Aksi sosial FPI Jakarta Pusat untuk korban Banjir Jakarta https://www.youtube.com/watch?v=xtsfts_GvMQ&feature=share …,Kresno Haji
756,Pagi ini sedikit mendung tp mendung bukan berarti ujan  semoga gak ujan lagi hari ini sampe banjir bener2 surut n tuntas #BanjirJakarta,Riza Firli
757,"Presidennya Jawa. Menghindari riuh agar Gubernur tak disalahkan, cari alasan sampah dan kerusakan ekologi. Eh, Gubernur malah sensi dan balik menyalahkan Presiden. 

Benarlah Presiden. Jakarta banjir karena sampah. https://metro.tempo.co/read/1290452/jokowi-sampah-sebabkan-banjir-anies-di-halim-tak-ada-sampah?utm_source=Digital%20Marketing&utm_medium=Facebook&utm_campaign=dlvrit …",Thomas Sembiring
758,"Pemprov DKI Buka Layanan Evakuasi dan Shelter untuk Hewan Peliharaan Terdampak Banjir

Proses evakuasi warga yang terdampak banjir di DKI Jakarta terus dilakukan.

Evakuasi tak hanya utk manusia, namun juga bagi hewan peliharaan seperti anjing dan kucing.

https://megapolitan.kompas.com/read/2020/01/03/06275721/pemprov-dki-buka-layanan-evakuasi-dan-shelter-untuk-hewan-peliharaan?page=all …",Erna Sitompul
759,"yakalo sekelas gubernur mikirnya kek gini, kelar itu jakarta

ga ada sampah di halim trus halim ga akan banjir gitu??? 

blok goblok

yg kamu pikir itu sistem drainasi blok, manajemen banjir

ga ada sampah tapi sistemmu ngaco ya tetep aja banjir

dasar bebal !!!
#emosihttps://twitter.com/monitorindo/status/1212736115490209792 …",ikal
760,"Kayaknya air laut juga mau ikutan antri ke tanah ya....

Kapan Banjir Jakarta Selesai? Anies: Tunggu Permukaan Air Laut Surut https://www.inews.id/news/megapolitan/kapan-banjir-jakarta-selesai-anies-tunggu-permukaan-air-laut-surut …",TatangGarisGila
761,"LIVE NOW!

Banjir masih topik besar perbincangan terutama di Jakarta dan sekitarnya.

Nah, bagaimana harusnya perbaikan lingkungan untuk mitigasi banjir?

Apa yang akan dilakukan @BPPT_RI dan Dinas SDA DKI?
Kapan lagi terjadi potensi hujan ekstrim?

Kami obrolin di #KBRPagipic.twitter.com/jLlh4VF41B",Halo! KBR
762,"Simpel kan!! Kan!! Kan!! Kan!!! Cara Atasi Banjir Jakarta, Anies : Simpel kok Cuma Buat Lubang https://www.suara.com/news/2018/12/05/091317/cara-atasi-banjir-jakarta-anies-simpel-kok-cuma-buat-lubang?utm_source=twitter&utm_medium=share …",Bagas Nur Adi
763,"Sejarah Banjir di Jakarta, Sudah Terjadi Sejak Zaman Tarumanegara  https://nationalgeographic.grid.id/read/131649357/sejarah-banjir-di-jakarta-sudah-terjadi-sejak-zaman-tarumanegara?page=all …
Mengapa Jakarta Banjir, Tanah Turun, dan Potensi Gempa?
http://www.politikindonesia.com/m/index.php?ctn=1&k=pendapat&i=40538 …
dibaca bang biar tahu geogafi jakarta yg sebenarna jadi ndak asbun",bnings
764,yang lebih berbahaya dari banjir air di jakarta adalah banjir kata-kata dari gubernurnya sendiri,Efenjer
765,Bagaimana Cara Mengklaim Asuransi Mobil Terendam Banjir Jakarta? Berikut Jawabannya https://jogja.tribunnews.com/2020/01/03/bagaimana-cara-mengklaim-asuransi-mobil-terendam-banjir-jakarta-berikut-jawabannya …,Tribun Jogja
766,Jiwasraya dirampok... wartawan kelelep. Jakarta banjir eh wartawan pade nongol.. turunan kodok kali yak keluar kalo ada ujan ... wok wok wok,Muhammad Syafiq
767,"Ada mekanisme untuk impeachment gubernur ngga ya ?

#AniesGabisakerja
#AniesCuciTangan
#BanjirJakarta https://twitter.com/03__nakula/status/1212884077965012992 …",Reza F
768,"Hi @FIAFormulaE @LeoDiCaprio even I don't know you, please cancelled your damn even in Jakarta. Jakarta need more budget for flood management than your ""not important"" even!. You can search on Google by key word: banjir jakarta 2020

#shameOnyouFormulaEJakarta #BanjirJakarta2020",rikagigs #HOKI
769,"Banjir JABoDeTaBek , Jawa Barat, Banten. Curah hujan terbesar sejak 1963. Banjir tertinggi ada di JatiAsih (Bekasi) tinggi 2,5m. Tidak hanya pemukiman namun juga jalan tol Jakarta-Cikampek , Cimali-Semarang. Jawa Barat banjir hampir 2x lipat DKI. Namun yg dibully adalah.....",Abu Zaheer
770,"LAH? eh mon maap ni ye , lu kate jakarta bukan kampung aer? Lu pikir jakarta PERNAH GA BANJIR? Dari jaman kumpeni belanda ampe kakek nenek lu dateng ke jakarte juga udh langganan banjir

KALO GA MAU BANJIR , BALIK KE KAMPUNG LU SONOH!!!!",stabil0 ijo
771,"Dulu dia pasang badan supaya Jakarta tidak banjir. Sekarang dia pasang badan untuk membanjiri daun muda. Nikmat apa yang kau dustakan  @arifbsantoso
#BanjirJakarta2020pic.twitter.com/pukDqkau7j",anton surya
772,"Prinsipnya dimana ada sampah disitu ada banjir.
Woi gabener, kalo pake logika elo banjir cuma ada di TPA Bantar Gebang GUOBLOOOOK 

Anies Bantah Jokowi Soal Sampah Jadi Penyebab Banjir Jakarta http://cnn.id/461972 ",EsZed
773,Ternyata @aniesbaswedan tidak mengetahui tentang banjir Jakarta. https://www.indonesiana.id/read/136982/anies-keliru-basuki-lebih-benar-banjir-kali-ini-bukan-faktor-hulu-ini-datanya?page_num=3 …,Diar
774,Aksi sosial FPI Jakarta Pusat untuk korban Banjir Jakarta https://www.youtube.com/watch?v=xtsfts_GvMQ&feature=share …,Kresno Haji
775,Pagi ini sedikit mendung tp mendung bukan berarti ujan  semoga gak ujan lagi hari ini sampe banjir bener2 surut n tuntas #BanjirJakarta,Riza Firli
776,"Presidennya Jawa. Menghindari riuh agar Gubernur tak disalahkan, cari alasan sampah dan kerusakan ekologi. Eh, Gubernur malah sensi dan balik menyalahkan Presiden. 

Benarlah Presiden. Jakarta banjir karena sampah. https://metro.tempo.co/read/1290452/jokowi-sampah-sebabkan-banjir-anies-di-halim-tak-ada-sampah?utm_source=Digital%20Marketing&utm_medium=Facebook&utm_campaign=dlvrit …",Thomas Sembiring
777,"Pemprov DKI Buka Layanan Evakuasi dan Shelter untuk Hewan Peliharaan Terdampak Banjir

Proses evakuasi warga yang terdampak banjir di DKI Jakarta terus dilakukan.

Evakuasi tak hanya utk manusia, namun juga bagi hewan peliharaan seperti anjing dan kucing.

https://megapolitan.kompas.com/read/2020/01/03/06275721/pemprov-dki-buka-layanan-evakuasi-dan-shelter-untuk-hewan-peliharaan?page=all …",Erna Sitompul
778,"yakalo sekelas gubernur mikirnya kek gini, kelar itu jakarta

ga ada sampah di halim trus halim ga akan banjir gitu??? 

blok goblok

yg kamu pikir itu sistem drainasi blok, manajemen banjir

ga ada sampah tapi sistemmu ngaco ya tetep aja banjir

dasar bebal !!!
#emosihttps://twitter.com/monitorindo/status/1212736115490209792 …",ikal
779,"Kayaknya air laut juga mau ikutan antri ke tanah ya....

Kapan Banjir Jakarta Selesai? Anies: Tunggu Permukaan Air Laut Surut https://www.inews.id/news/megapolitan/kapan-banjir-jakarta-selesai-anies-tunggu-permukaan-air-laut-surut …",TatangGarisGila
780,"LIVE NOW!

Banjir masih topik besar perbincangan terutama di Jakarta dan sekitarnya.

Nah, bagaimana harusnya perbaikan lingkungan untuk mitigasi banjir?

Apa yang akan dilakukan @BPPT_RI dan Dinas SDA DKI?
Kapan lagi terjadi potensi hujan ekstrim?

Kami obrolin di #KBRPagipic.twitter.com/jLlh4VF41B",Halo! KBR
781,"Yesss.. setelah urusan penanganan korban banjir kelar. 
Kami dukung. Semua ahli2 nya silakan kritik Pak Anies, push ide2nya. Gak masalah debat habis2an, tapi kami mohon hasilnya adalah solusi yg jitu utk rakyat Jakarta. 
(Please.. No more debat kusir No result ya) https://twitter.com/detikcom/status/1212718368874287104 …",ncuz-is-here
782,Mau banjir jakarta surut? Bongkar gaberner sama gubernur yg bisa kerja jgn gubernur bacot,Rusmono mondrokumoro
783,"Menandai dirinya 'selamat' dalam bencana banjir Jakarta di Facebook ? Ya iyalah wong kamu tinggal di Sukabumi. 

Awokwokwok. Gblk ! 
#ngah",Dadan Gunawan
784,Penyebab banjir di Jakarta adalah Air,saya
785,"Warga Jakarta / Jabodetabek skrg dikasih banjir utk mengingatkan pd perilaku buang sampahny.Kalau masih ahok yg mimpin Jakarta, dan Jakarta tidak banjir parah, mk masyarakatnya juga akan cuek ttg buang sampah sembarang, ttp sekarang mulai diingatkan utk buang sampah pd tempatnya.",Jow
786,"Ya. Karena dalam hati anda sudah penuh dengan kebencian.
Karena banjir bukan cuma jakarta.. kota lain juga banjir.. apakah ini salah anis semua? Mikir!!",Ikram
787,"Untuk Mengatasi Macet Dan Banjir Di Jakarta, Akan Mudah Diatasi Kalau Pak @aniesbaswedan Jadi Presiden https://twitter.com/914263kL_Bg7133/status/1212298752050040832 …pic.twitter.com/zVokimWkqn",Zahrah Hasan
788,"Mohon dinyalakan listriknya segera @pln_123. Banjir sudah surut pak dan aman terkendali untuk dinyalakan. Sudah dua hari listrik mati. Alamat di Pulau Matahari III RT018 RW 009, Kembangan, Jakarta Barat, @DKIJakarta @aniesbaswedan mohon di TL segera. Terima kasih",Dikdik Sugiharto
789,"Pak Anis benar, sampah penyebab banjir tdk ada  di Halim. Hanya satu sampah penyebab banjir, yaitu satu saja sampah yg ditempatkan oleh 
58% warga Jakarta di balai kota.

https://twitter.com/vaiyo/status/1212692539674783750 …",Taffa Karunia
790,Coba ajig sebutin pada era gubernur siapa jakarta gak banjir..ajig..babi..kunyuk,TUKANG KELONTONG
791,"Pak @aniesbaswedan saat Jakarta terkena banjir : Kita pikirkan dulu warga yg memerlukan (evakuasi) 

Ahog saat jkt terkena banjir : Salah ini, salah itu, salah dia~ pic.twitter.com/aq2OIErFU0",Pituan Pitulung
792,"Kalo saya jadi presiden, gampang mengatasi banjir!!! Banten, bekasi, jakarta, bandung banjir....
 deni kau tanya ,sama junjungan MU bodat....",Zoel GINDO
793,"Posko Pendamping Desa untuk korban banjir Jakarta.
Pray for Jakarta.
#BanjirJakarta2020
#banjir2020
@jokowi
@halimiskandarnu
@anwsanusi
@taufikmadjid71
@fachrilabalado
@AnggeKandidatuspic.twitter.com/tgPtkcYb9j",Herin Theo
794,"Kata Rocky Gerung
""Bandung, Bekasi, Depok, Jakarta, Bogor. 
Semua banjir cuma Anies yang salah""
 
Jadi paham biji kepala @GunRomli, orang kebanjiran, bisanya cuma nyinyir.

Btw, @GunRomli bisa apalagi ya selain nyinyirin pak anis? Nyaleg aja gagal lo. Bisanya apalagi sih ",M. Agus Maulidi
795,"Rindu aku ke kamu udah kayak banjir di jakarta..
Deraaasss dan meluap-luap",vaper_baper
796,"Bukan selera humornya yg rendah bang, tapi emosi nya yg tinggi nya melewati banjir Jakarta...",Anak Medan
797,FPI dan Gereja Berdampingan Bangun Posko Banjir Jakarta https://cnnindonesia.com/nasional/20200102200250-20-461996/fpi-dan-gereja-berdampingan-bangun-posko-banjir-jakarta?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …,CNN Indonesia
798,"Amiin... salut buat pak anis meskipun banjir hampir di seluruh provinsi yg nempel di jakarta tp pak anis yg plg di salahin, luar biasa !!!!",Faiqoh mb
799,"Bukan selera humornya yg rendah bang, tapi emosi nya yg tinggi nya melewati banjir Jakarta... https://twitter.com/purbosetiawan3/status/1212884205061001217 …",Anak Medan
800,Menakar jurus Anies Baswedan kendalikan banjir di Jakarta https://lembagagarudamudaindonesia.or.id/menakar-jurus-anies-baswedan-kendalikan-banjir-di-jakarta/ …pic.twitter.com/tKVmbypBvQ,LGMI
801,#banjirDulu  saat #BanjirJakarta beda saat #AniesBaswedan semoga terus #AniesKerjaNyatapic.twitter.com/aMn2GnezUy,Alhallaj Asshiddiqie
802,"Banjir Jakarta Hasilkan Sampah hingga 50 Ribu Ton
https://m.mediaindonesia.com/read/detail/282622-banjir-jakarta-hasilkan-sampah-hingga-50-ribu-ton …
#LanadaPagi #MSTRIFM",Mstri FM Jakarta
803,"Manusia bodoh....
Lihat di aceh ..sumatra... jawa...
Banjir gak heboh2 amat seperti jakarta... jangan di samakan kekuasaan gubernur dan kekuasaan tuhan..",@Dimas_Noval
804,"UPDATE Banjir dan longsor : Peningkatan jumlah pengungsi di DKI Jakarta dan terbanyak di Kabupaten Bogor, Jawa Barat. 
Selengkapnya :  https://bit.ly/2t4M408 

via @BNPB_Indonesia
#ElshintaWeekendpic.twitter.com/cozGgk9Hcg",Radio Elshinta
805,Dia ga brani sebut ga ad mobil yg hilang karena banjir jakarta,Weillyzhan-詹子伟
806,Wahh wahh apakah ini sebuah tanda saya harus melihat banjir jakarta wqwq,Dan!
807,Jakarta jadi kelinci percobaan banjir dengan NATURALISI ,M A G u i
808,"Makin menyusahkan ketika bencana tiba, seperti banjir Jakarta 2020 kali ini membuat komunikasi jadi tersendat.

https://helloworld-i4ln6sgakq-an.a.run.app/aHR0cCUzQSUyRiUyRjh4NGp0Yy5jbiUyRkg2dDJZN1JYUkVwbA%3D%3D …https://helloworld-i4ln6sgakq-an.a.run.app/aHR0cCUzQSUyRiUyRjh4NGp0Yy5jbiUyRkg2dDJZN1JYUkVwbA%3D%3D …",Vatenia
809,Ya Allah tetangga kota aku semoga gak sampe sokaraja atau Purbalingga aamiin. Bukan di Jakarta aja yg kena banjir gaes mohon doanya pic.twitter.com/JiWAPEvzSG,PENGACARA (PENGANGGURAN BANYAK ACARA)
810,"Pagi Bro & Sis...
Gub.Anies berbicara tdk ada Mall yg tutup gegara banjirEntah apa yg Merasukinya 
https://finance.detik.com/berita-ekonomi-bisnis/d-4854863/disebut-anies-tak-ada-ini-fakta-mal-tutup-gara-gara-banjir …

Gubernur DKI Jakarta pernah mengatakan tidak ada mal tutup karena diterjang banjir, bagaimana faktanya?",ACI (Aku Cinta Indonesia)#PancasilaBentengNKRI
811,Tetap bergerak maju untuk upaya mengatasi banjir Jakarta https://twitter.com/Jhonkosmik/status/1215620964299333633 …,n@khlish
812,"Iya lah.... Kan Jakarta ga ada bukit/ gunung (kecuali nama bukit duri dan gunung sahari) sehingga ga ada pergeseran tanah longsor krn hujan deras seperti daerah bogor dan Lebak kemarin. Alhamdulillah dari banjir kemarin 85,3 % DKI Jakarta bebas banjir https://twitter.com/ekurnia82/status/1214920827142934528?s=19 …",🇮🇩🐦 Eka Kurnia™ 🐦🇮🇩
